"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분"
"서울특별시 동작구 상도동","산6*","임야","제2종일반주거지역","-","201906","8","2.58","1,530","지분"
"서울특별시 동작구 상도동","산6*","임야","제2종일반주거지역","12m미만","201906","8","56.69","104,550","지분"
"서울특별시 동작구 상도동","산6*","임야","제2종일반주거지역","8m미만","201906","8","1.81","2,890","지분"
"서울특별시 중구 인현동2가","2**","대","일반상업지역","8m미만","201906","8","20.8","24,960"," "
"서울특별시 동작구 상도동","산6*","임야","제2종일반주거지역","8m미만","201906","8","22.74","38,930","지분"
"서울특별시 동작구 상도동","산6*","임야","제2종일반주거지역","12m미만","201906","8","2.86","5,610","지분"
"서울특별시 동작구 상도동","산6*","임야","제2종일반주거지역","8m미만","201906","8","3.46","5,950","지분"
"서울특별시 은평구 증산동","2**","대","제2종일반주거지역","8m미만","201906","8","22.85","57,382","지분"
"서울특별시 동작구 상도동","산6*","임야","제2종일반주거지역","8m미만","201906","8","4.85","7,820","지분"
"서울특별시 구로구 천왕동","4*","전","개발제한구역","8m미만","201906","8","96.13","8,100","지분"
"서울특별시 용산구 한남동","7**","대","제2종일반주거지역","8m미만","201906","9","23","35,000"," "
"서울특별시 용산구 후암동","1**","대","제2종일반주거지역","8m미만","201906","9","4.46","4,610","지분"
"서울특별시 용산구 한남동","7**","대","제2종일반주거지역","8m미만","201906","9","5","7,000","지분"
"서울특별시 성동구 성수동1가","6**","전","준주거지역","-","201906","10","23","1,000"," "
"서울특별시 영등포구 신길동","산4*","임야","제2종일반주거지역","-","201906","10","3","1,119"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201906","10","375","1,290","지분"
"서울특별시 구로구 오류동","3**","임야","개발제한구역","-","201906","10","559.7","1,300"," "
"서울특별시 용산구 서빙고동","2**","대","제3종일반주거지역","8m미만","201906","10","16.54","10,000","지분"
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","27","10,814"," "
"서울특별시 영등포구 신길동","1**","임야","제2종일반주거지역","8m미만","201906","10","263","112,601"," "
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","338","117,467","지분"
"서울특별시 영등포구 신길동","1**","대","제2종일반주거지역","8m미만","201906","10","41","14,424","지분"
"서울특별시 동대문구 용두동","3*","대","제2종일반주거지역","-","201906","10","92.9","14,800"," "
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","41","15,703"," "
"서울특별시 성북구 석관동","4**","대","용도미지정","-","201906","10","253.1","157,990"," "
"서울특별시 영등포구 신길동","2**","도로","제2종일반주거지역","-","201906","10","43","18,361"," "
"서울특별시 강북구 미아동","*","도로","제2종일반주거지역","12m미만","201906","10","2","180"," "
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","40","19,676"," "
"서울특별시 영등포구 신길동","2**","대","제2종일반주거지역","8m미만","201906","10","45","19,838"," "
"서울특별시 영등포구 신길동","2**","임야","제2종일반주거지역","-","201906","10","4.78","2,502","지분"
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","8","2,616"," "
"서울특별시 강동구 성내동","4*","대","일반상업지역","8m미만","201906","10","12.29","20,444","지분"
"서울특별시 송파구 마천동","5*","임야","개발제한구역","-","201906","10","330","24,500","지분"
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","76","24,510"," "
"서울특별시 영등포구 신길동","2**","도로","제2종일반주거지역","-","201906","10","66","25,278"," "
"서울특별시 양천구 목동","6**","대","준주거지역","8m미만","201906","10","40.65","27,500","지분"
"서울특별시 구로구 개봉동","3**","임야","개발제한구역","8m미만","201906","10","12957.7","27,700"," "
"서울특별시 영등포구 신길동","1**","대","제2종일반주거지역","8m미만","201906","10","735","289,142","지분"
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","10","330","3,990","지분"
"서울특별시 성북구 길음동","4**","대","제3종일반주거지역","25m미만","201906","10","19.84","34,000","지분"
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","87","34,336","지분"
"서울특별시 양천구 목동","6**","대","준주거지역","25m이상","201906","10","55.45","37,500"," "
"서울특별시 영등포구 신길동","2**","도로","제2종일반주거지역","-","201906","10","1","383"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201906","10","99.17","387","지분"
"서울특별시 서대문구 연희동","9*","잡종지","제1종일반주거지역","-","201906","10","3","396"," "
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","116","46,242"," "
"서울특별시 동작구 상도동","2*","대","제2종일반주거지역","8m미만","201906","10","3","5,000"," "
"서울특별시 동대문구 제기동","9**","대","제2종일반주거지역","12m미만","201906","10","11.2","5,461"," "
"서울특별시 성북구 장위동","1**","대","제2종일반주거지역","8m미만","201906","10","83","55,000"," "
"서울특별시 영등포구 신길동","2**","대","제2종일반주거지역","8m미만","201906","10","14","6,076"," "
"서울특별시 영등포구 신길동","2**","대","제2종일반주거지역","12m미만","201906","10","13","6,590"," "
"서울특별시 강북구 미아동","*","도로","제2종일반주거지역","-","201906","10","501","61,111"," "
"서울특별시 영등포구 신길동","2**","대","제2종일반주거지역","25m이상","201906","10","17.41","63,530","지분"
"서울특별시 강서구 개화동","5**","전","개발제한구역","8m미만","201906","10","1126","64,200"," "
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","157","64,311"," "
"서울특별시 은평구 진관동","3**","답","자연녹지지역","-","201906","10","496","64,500"," "
"서울특별시 성북구 장위동","2**","대","제2종일반주거지역","-","201906","10","46","7,142"," "
"서울특별시 구로구 개봉동","3**","임야","개발제한구역","8m미만","201906","10","3286.1","7,500"," "
"서울특별시 영등포구 신길동","1**","대","제2종일반주거지역","8m미만","201906","10","96","73,000"," "
"서울특별시 영등포구 신길동","1**","임야","제2종일반주거지역","8m미만","201906","10","194","76,242"," "
"서울특별시 성동구 성수동1가","6**","도로","제2종일반주거지역","-","201906","10","2","781"," "
"서울특별시 영등포구 신길동","2**","도로","제2종일반주거지역","-","201906","10","23","8,744"," "
"서울특별시 영등포구 신길동","1**","도로","제2종일반주거지역","-","201906","10","27","8,829"," "
"서울특별시 강북구 미아동","*","대","제2종일반주거지역","8m미만","201906","10","93","9,100"," "
"서울특별시 강북구 미아동","*","대","제2종일반주거지역","8m미만","201906","10","93","9,710"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201906","10","231","903","지분"
"서울특별시 성북구 석관동","4**","대","용도미지정","-","201906","10","197.2","97,600"," "
"서울특별시 용산구 신창동","7*","대","제2종일반주거지역","8m미만","201906","11","16.2","1,200"," "
"서울특별시 성동구 도선동","1*","대","일반상업지역","-","201906","11","1.79","1,493","지분"
"서울특별시 은평구 갈현동","1*","도로","제2종일반주거지역","-","201906","11","50","1,500","지분"
"서울특별시 용산구 이태원동","6*","대","제2종일반주거지역","8m미만","201906","11","30","100,000"," "
"서울특별시 동작구 상도동","1**","대","제2종일반주거지역","8m미만","201906","11","23","17,200"," "
"서울특별시 중랑구 상봉동","1**","도로","준주거지역","-","201906","11","52.98","18,299","지분"
"서울특별시 용산구 한강로3가","4*","대","제2종일반주거지역","8m미만","201906","11","17.2","19,868"," "
"서울특별시 강서구 오곡동","5**","답","개발제한구역","25m미만","201906","11","363","22,905"," "
"서울특별시 노원구 상계동","7*","도로","제2종일반주거지역","-","201906","11","5","280","지분"
"서울특별시 중랑구 상봉동","1**","도로","준주거지역","-","201906","11","8.83","3,050","지분"
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","11","331","3,990","지분"
"서울특별시 용산구 이태원동","7*","대","제2종일반주거지역","8m미만","201906","11","13","30,000"," "
"서울특별시 동작구 노량진동","2**","도로","제3종일반주거지역","-","201906","11","251","35,000"," "
"서울특별시 성동구 도선동","1*","대","일반상업지역","12m미만","201906","11","7.04","5,861","지분"
"서울특별시 용산구 한강로3가","4*","대","제2종일반주거지역","8m미만","201906","11","43.4","50,132"," "
"서울특별시 영등포구 영등포동5가","1*","대","일반상업지역","25m이상","201906","11","5.41","6,000","지분"
"서울특별시 서초구 우면동","7**","대","제1종일반주거지역","25m미만","201906","11","1583.1","710,000"," "
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","12","165","1,995","지분"
"서울특별시 서초구 내곡동","*","답","개발제한구역","12m미만","201906","12","138.5","14,664","지분"
"서울특별시 양천구 목동","1**","대","제1종일반주거지역","8m미만","201906","12","403","140,000"," "
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","12","4","2,868","지분"
"서울특별시 강북구 우이동","1**","대","제2종일반주거지역","8m미만","201906","12","30","26,000"," "
"서울특별시 서초구 내곡동","*","답","개발제한구역","8m미만","201906","12","258","27,317","지분"
"서울특별시 양천구 목동","5**","대","제2종일반주거지역","25m미만","201906","12","3.31","3,000","지분"
"서울특별시 양천구 목동","5**","대","제2종일반주거지역","25m미만","201906","12","3.31","3,500","지분"
"서울특별시 관악구 신림동","3**","대","제2종일반주거지역","8m미만","201906","12","53","32,000"," "
"서울특별시 노원구 상계동","산1**","임야","개발제한구역","-","201906","12","1021.33","4,000","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","12","6.6","4,780","지분"
"서울특별시 성북구 상월곡동","*","대","제2종일반주거지역","-","201906","12","26","4,800"," "
"서울특별시 서초구 내곡동","*","답","개발제한구역","8m미만","201906","12","382","40,446","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201906","12","165","400","지분"
"서울특별시 서초구 내곡동","*","답","개발제한구역","8m미만","201906","12","393.5","41,664","지분"
"서울특별시 서초구 내곡동","*","답","개발제한구역","8m미만","201906","12","61","6,459","지분"
"서울특별시 영등포구 영등포동5가","*","대","일반상업지역","25m이상","201906","12","26.8","62,000"," "
"서울특별시 서초구 방배동","5**","잡종지","자연녹지지역","8m미만","201906","12","255","70,000"," "
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","12","13.2","9,560","지분"
"서울특별시 서대문구 홍은동","3**","대","제2종일반주거지역","-","201906","13","27","11,650"," "
"서울특별시 서대문구 홍은동","3**","대","제2종일반주거지역","8m미만","201906","13","28","12,086","지분"
"서울특별시 양천구 목동","5**","대","제2종일반주거지역","25m미만","201906","13","21.5","13,756","지분"
"서울특별시 광진구 자양동","7**","대","제2종일반주거지역","8m미만","201906","13","278","153,600"," "
"서울특별시 광진구 자양동","7**","대","제2종일반주거지역","8m미만","201906","13","201.7","153,600"," "
"서울특별시 성북구 정릉동","8**","답","제1종일반주거지역","8m미만","201906","13","166","16,950","지분"
"서울특별시 성북구 안암동3가","1**","도로","제2종일반주거지역","-","201906","13","23.9","2,100","지분"
"서울특별시 서대문구 홍은동","3**","대","제2종일반주거지역","8m미만","201906","13","46","21,477"," "
"서울특별시 서대문구 홍은동","3**","도로","제2종일반주거지역","-","201906","13","50","23,344","지분"
"서울특별시 서대문구 홍은동","3**","전","제2종일반주거지역","8m미만","201906","13","8","3,579"," "
"서울특별시 노원구 상계동","1***","대","준주거지역","8m미만","201906","13","57","30,600"," "
"서울특별시 은평구 역촌동","7*","대","제2종일반주거지역","-","201906","13","4.3","374"," "
"서울특별시 송파구 마천동","5*","임야","개발제한구역","-","201906","13","56","4,165","지분"
"서울특별시 송파구 마천동","5*","임야","개발제한구역","-","201906","13","60","4,365","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","13","6.6","4,780","지분"
"서울특별시 서대문구 홍은동","3**","대","제2종일반주거지역","-","201906","13","12","5,578","지분"
"서울특별시 서대문구 홍은동","3**","도로","제2종일반주거지역","-","201906","13","15","6,920","지분"
"서울특별시 동작구 노량진동","산3*","임야","제3종일반주거지역","-","201906","13","112","61,000","지분"
"서울특별시 중구 쌍림동","1**","도로","제2종일반주거지역","-","201906","13","3.4","680","지분"
"서울특별시 송파구 마천동","5*","임야","개발제한구역","-","201906","13","105","7,760","지분"
"서울특별시 서대문구 홍은동","3**","전","제2종일반주거지역","8m미만","201906","13","18","8,052"," "
"서울특별시 서대문구 홍은동","3**","대","제2종일반주거지역","-","201906","13","2","863"," "
"서울특별시 중구 신당동","3**","대","제3종일반주거지역","12m미만","201906","13","13.99","9,000","지분"
"서울특별시 서대문구 홍은동","3**","대","제2종일반주거지역","-","201906","13","21","9,090"," "
"서울특별시 서대문구 홍은동","3**","대","제2종일반주거지역","-","201906","13","22","9,446"," "
"서울특별시 성북구 정릉동","5**","대","제2종일반주거지역","8m미만","201906","14","6","1,000"," "
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","14","89","1,077","지분"
"서울특별시 마포구 공덕동","2*","대","제2종일반주거지역","8m미만","201906","14","56","13,000"," "
"서울특별시 금천구 독산동","9**","대","제2종일반주거지역","8m미만","201906","14","220.3","131,000"," "
"서울특별시 종로구 관수동","*","대","일반상업지역","8m미만","201906","14","60.5","149,000"," "
"서울특별시 성북구 석관동","1**","대","제2종일반주거지역","-","201906","14","43","15,000"," "
"서울특별시 영등포구 문래동3가","1*","대","준주거지역","-","201906","14","49.9","18,108"," "
"서울특별시 은평구 구산동","산1**","대","개발제한구역","-","201906","14","99","2,070","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","14","4","2,868","지분"
"서울특별시 종로구 숭인동","3**","대","일반상업지역","-","201906","14","43","29,371"," "
"서울특별시 강서구 방화동","산1**","임야","개발제한구역","-","201906","14","99","3,210","지분"
"서울특별시 중랑구 신내동","2**","전","개발제한구역","-","201906","14","36","3,500"," "
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","14","331","3,990","지분"
"서울특별시 용산구 한강로2가","1*","대","일반상업지역","8m미만","201906","14","35","30,000"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201906","14","1090.91","4,257","지분"
"서울특별시 강서구 방화동","산1**","임야","개발제한구역","-","201906","14","132","4,280","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","14","6.6","4,780","지분"
"서울특별시 구로구 항동","산2*","임야","개발제한구역","-","201906","14","165","4,950","지분"
"서울특별시 성동구 성수동1가","6**","대","준주거지역","25m이상","201906","14","3","5,000"," "
"서울특별시 강북구 수유동","산6*","임야","제1종일반주거지역","8m미만","201906","14","95.86","5,370","지분"
"서울특별시 중랑구 망우동","2**","대","제3종일반주거지역","25m미만","201906","14","1082","600,000"," "
"서울특별시 금천구 가산동","1**","대","제2종일반주거지역","-","201906","14","165.9","75,000"," "
"서울특별시 구로구 오류동","3*","대","일반상업지역","25m이상","201906","14","11","9,829"," "
"서울특별시 용산구 서빙고동","2**","대","제3종일반주거지역","8m미만","201906","15","22.66","13,600","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","15","4","2,868","지분"
"서울특별시 용산구 후암동","4**","대","제1종일반주거지역","8m미만","201906","15","40.7","22,000"," "
"서울특별시 용산구 한남동","6**","도로","제3종일반주거지역","8m미만","201906","15","23","3,000"," "
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","15","6.6","4,684","지분"
"서울특별시 강동구 천호동","4**","대","일반상업지역","8m미만","201906","15","278","540,000"," "
"서울특별시 영등포구 영등포동6가","1**","대","준공업지역","8m미만","201906","15","101.8","95,000"," "
"서울특별시 용산구 한남동","1**","대","준주거지역","8m미만","201906","16","25.33","3,000","지분"
"서울특별시 구로구 항동","산2*","임야","개발제한구역","-","201906","17","50","1,485","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","16.53","1,495","지분"
"서울특별시 강동구 성내동","2**","대","제2종일반주거지역","-","201906","17","3","1,500"," "
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","21.49","1,944","지분"
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","17","165","1,995","지분"
"서울특별시 서대문구 대현동","1**","대","일반상업지역","8m미만","201906","17","6.82","10,000","지분"
"서울특별시 서대문구 대현동","1**","대","일반상업지역","8m미만","201906","17","4.38","10,000","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","112.4","10,166","지분"
"서울특별시 영등포구 도림동","2**","대","준공업지역","8m미만","201906","17","212","105,000"," "
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","23.14","2,093","지분"
"서울특별시 성동구 하왕십리동","9**","도로","제2종일반주거지역","-","201906","17","10.29","2,547","지분"
"서울특별시 강남구 역삼동","7**","공원","제1종일반주거지역","-","201906","17","88.5","202,000"," "
"서울특별시 은평구 증산동","1**","도로","제2종일반주거지역","-","201906","17","107.1","28,000"," "
"서울특별시 동대문구 전농동","3**","묘지","제2종일반주거지역","8m미만","201906","17","11.5","3,000","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","36.36","3,289","지분"
"서울특별시 동대문구 전농동","3**","대","제2종일반주거지역","8m미만","201906","17","15","3,500","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","39.67","3,588","지분"
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","17","331","3,990","지분"
"서울특별시 서대문구 대현동","1**","대","일반상업지역","25m이상","201906","17","7.66","30,000","지분"
"서울특별시 동작구 대방동","4*","도로","제2종일반주거지역","-","201906","17","17","4,500"," "
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","56.2","5,083","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","66.12","5,980","지분"
"서울특별시 송파구 마천동","5*","임야","개발제한구역","-","201906","17","83","6,063","지분"
"서울특별시 구로구 궁동","산*","임야","개발제한구역","-","201906","17","33","690","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","17","9.9","7,098","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","17","9.9","7,170","지분"
"서울특별시 성북구 성북동","2**","도로","자연녹지지역","-","201906","17","41","7,800","지분"
"서울특별시 영등포구 신길동","4**","답","제2종일반주거지역","-","201906","17","159","70,000"," "
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","99.17","8,970","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","17","9.92","897","지분"
"서울특별시 양천구 목동","1**","도로","제1종일반주거지역","-","201906","18","8","1,800"," "
"서울특별시 노원구 중계동","2*","대","제2종일반주거지역","8m미만","201906","18","46","12,900","지분"
"서울특별시 성동구 성수동1가","6**","대","준주거지역","8m미만","201906","18","4","15,445"," "
"서울특별시 동작구 사당동","3**","대","제2종일반주거지역","8m미만","201906","18","172","185,000"," "
"서울특별시 서대문구 북아현동","3**","대","제2종일반주거지역","8m미만","201906","18","7","2,600"," "
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","8m미만","201906","18","1.23","20","지분"
"서울특별시 서초구 내곡동","*","전","개발제한구역","12m미만","201906","18","2.59","200","지분"
"서울특별시 마포구 마포동","3**","대","제3종일반주거지역","-","201906","18","105","205,000"," "
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","12m미만","201906","18","2.36","25","지분"
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","12m미만","201906","18","2.59","30","지분"
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","8m미만","201906","18","2.17","35","지분"
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","8m미만","201906","18","2.15","35","지분"
"서울특별시 동작구 노량진동","5*","대","일반상업지역","8m미만","201906","18","30","38,700"," "
"서울특별시 은평구 응암동","2**","도로","제2종일반주거지역","-","201906","18","530","4,000"," "
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","8m미만","201906","18","2.44","40","지분"
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","8m미만","201906","18","1.69","40","지분"
"서울특별시 강서구 방화동","6**","대","근린상업지역","8m미만","201906","18","60","43,000"," "
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","12m미만","201906","18","3.95","44","지분"
"서울특별시 성동구 금호동3가","1**","대","제2종일반주거지역","8m미만","201906","18","41.7","50,000"," "
"서울특별시 은평구 응암동","2**","도로","제2종일반주거지역","-","201906","18","60","500"," "
"서울특별시 은평구 응암동","2**","도로","제2종일반주거지역","-","201906","18","76","500"," "
"서울특별시 서대문구 북아현동","3**","대","제2종일반주거지역","8m미만","201906","18","46","54,063"," "
"서울특별시 광진구 중곡동","1**","대","제2종일반주거지역","8m미만","201906","18","123","58,123"," "
"서울특별시 강동구 길동","산2*","임야","개발제한구역","8m미만","201906","18","66.1","6,000","지분"
"서울특별시 서초구 내곡동","산1*","임야","개발제한구역","8m미만","201906","18","4.09","70","지분"
"서울특별시 서대문구 북아현동","3**","대","제2종일반주거지역","-","201906","18","3","800"," "
"서울특별시 구로구 항동","산2*","임야","개발제한구역","-","201906","19","36","1,089","지분"
"서울특별시 구로구 항동","산2*","임야","개발제한구역","-","201906","19","40","1,188","지분"
"서울특별시 노원구 월계동","산1**","임야","자연녹지지역","8m미만","201906","19","50","1,200","지분"
"서울특별시 구로구 항동","산2*","임야","개발제한구역","-","201906","19","66","1,980","지분"
"서울특별시 동대문구 전농동","6**","대","제2종일반주거지역","8m미만","201906","19","11","10,395","지분"
"서울특별시 서대문구 홍제동","1**","도로","제3종일반주거지역","-","201906","19","105","15,000"," "
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","19","4","2,839","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","19","4","2,868","지분"
"서울특별시 종로구 장사동","2**","대","일반상업지역","8m미만","201906","19","12.4","20,000"," "
"서울특별시 서대문구 북가좌동","7*","도로","제3종일반주거지역","8m미만","201906","19","99","23,000"," "
"서울특별시 동대문구 용두동","2*","대","일반상업지역","12m미만","201906","19","264.8","248,000"," "
"서울특별시 강동구 천호동","1**","대","제2종일반주거지역","-","201906","19","18","3,840"," "
"서울특별시 중랑구 망우동","4**","대","제2종일반주거지역","8m미만","201906","19","133.2","41,000"," "
"서울특별시 강동구 천호동","1**","대","제2종일반주거지역","-","201906","19","24","5,160"," "
"서울특별시 은평구 증산동","2**","대","제2종일반주거지역","8m미만","201906","19","29.33","51,100","지분"
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","19","1653","7,273","지분"
"서울특별시 송파구 마천동","5*","임야","개발제한구역","-","201906","19","99","7,275","지분"
"서울특별시 성북구 정릉동","7**","대","제1종일반주거지역","8m미만","201906","19","241","70,000"," "
"서울특별시 동대문구 전농동","1**","대","제2종일반주거지역","8m미만","201906","19","9","8,505","지분"
"서울특별시 동작구 사당동","산3*","임야","제1종일반주거지역","12m미만","201906","19","99.35","9,000","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201906","20","331","1,290","지분"
"서울특별시 금천구 시흥동","8**","도로","제2종일반주거지역","8m미만","201906","20","37.8","12,900"," "
"서울특별시 성동구 성수동1가","4**","도로","제3종일반주거지역","-","201906","20","1","2,100"," "
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","20","33.06","2,990","지분"
"서울특별시 강남구 도곡동","9**","도로","제2종일반주거지역","-","201906","20","13.2","2,996","지분"
"서울특별시 관악구 신림동","1***","대","일반상업지역","-","201906","20","10.9","25,063"," "
"서울특별시 강북구 미아동","3**","대","제2종일반주거지역","25m미만","201906","20","12.23","3,750","지분"
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201906","20","330","3,990","지분"
"서울특별시 노원구 상계동","6***","대","자연녹지지역","-","201906","20","138","33,824"," "
"서울특별시 성동구 성수동1가","1**","도로","제2종일반주거지역","-","201906","20","89","57,900"," "
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","20","79.34","7,176","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","20","82.65","7,475","지분"
"서울특별시 송파구 오금동","산*","임야","개발제한구역","-","201906","20","9.92","897","지분"
"서울특별시 은평구 구산동","1*","대","제2종일반주거지역","25m미만","201906","20","169.9","96,000"," "
"서울특별시 강북구 수유동","산6*","임야","제1종일반주거지역","8m미만","201906","21","19.84","1,194","지분"
"서울특별시 성동구 송정동","7*","대","제2종일반주거지역","-","201906","21","3","1,269"," "
"서울특별시 용산구 효창동","*","대","제2종일반주거지역","12m미만","201906","21","2.87","1,326","지분"
"서울특별시 강남구 역삼동","6**","도로","일반상업지역","-","201906","21","13.9","10,038","지분"
"서울특별시 용산구 보광동","2**","도로","준주거지역","8m미만","201906","21","255","105,650"," "
"서울특별시 용산구 보광동","2**","대","준주거지역","8m미만","201906","21","30","12,430"," "
"서울특별시 용산구 보광동","2**","대","준주거지역","8m미만","201906","21","36","14,920"," "
"서울특별시 서대문구 남가좌동","2**","대","준주거지역","8m미만","201906","21","7","15,985"," "
"서울특별시 서대문구 남가좌동","2**","대","준주거지역","8m미만","201906","21","7","15,985"," "
"서울특별시 동작구 사당동","7**","대","제2종일반주거지역","25m미만","201906","21","32","19,332"," "
"서울특별시 구로구 가리봉동","1**","대","제2종일반주거지역","8m미만","201906","21","6.5","2,420"," "
"서울특별시 구로구 가리봉동","1**","대","제2종일반주거지역","8m미만","201906","21","66","24,580"," "
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201906","21","33","3,800","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201906","21","165","645","지분"
"서울특별시 동작구 사당동","2**","대","제2종일반주거지역","25m미만","201906","21","113","68,268"," "
"서울특별시 구로구 개봉동","1**","대","제2종일반주거지역","-","201906","21","17","7,671"," "
"서울특별시 노원구 중계동","1*","전","제2종일반주거지역","8m미만","201906","22","53","16,000","지분"
"서울특별시 서대문구 홍제동","2**","대","제2종일반주거지역","25m미만","201906","22","4","2,000"," "
"서울특별시 용산구 보광동","1*","대","준주거지역","8m미만","201906","22","49.63","20,000","지분"
"서울특별시 송파구 거여동","6**","대","제3종일반주거지역","8m미만","201906","22","39.4","50,430","지분"
"서울특별시 성북구 길음동","1***","대","제2종일반주거지역","8m미만","201906","22","93.2","71,500","지분"
"서울특별시 동대문구 전농동","2**","대","제2종일반주거지역","12m미만","201906","23","10","3,700"," "
"서울특별시 성북구 하월곡동","8*","대","일반상업지역","8m미만","201906","23","6","4,200","지분"
"서울특별시 동대문구 휘경동","1**","대","제3종일반주거지역","25m미만","201906","23","16.99","45,101"," "
"서울특별시 노원구 공릉동","6**","도로","제3종일반주거지역","-","201906","24","124.9","1,000"," "
"서울특별시 서초구 방배동","2***","잡종지","자연녹지지역","25m이상","201906","24","350","157,570"," "
