"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200101 ~ 20200127"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"경기도 화성시 향남읍 행정리","465","0465","0000","향남시범 한우물마을휴먼시아6단지","월세","36.99","202001","20","2,163","7","3","2009","행정남로 99-16"
"경기도 화성시 향남읍 행정리","440","0440","0000","향남시범넓은마을향남지웰2차","전세","84.843","202001","11","25,000","0","13","2010","행정중앙2로 38"
"경기도 화성시 향남읍 행정리","438","0438","0000","향남지구 우미린아파트","전세","84.987","202001","10","25,000","0","12","2008","행정중앙2로 14"
"경기도 화성시 향남읍 행정리","443","0443","0000","화성향남시범 넓은들마을신명스카이뷰","전세","84.4115","202001","3","22,000","0","15","2008","행정서로 48"
"경기도 화성시 향남읍 행정리","443","0443","0000","화성향남시범 넓은들마을신명스카이뷰","전세","84.9899","202001","15","22,000","0","18","2008","행정서로 48"
"경기도 화성시 향남읍 행정리","479","0479","0000","화성향남시범 복사꽃마을 한국아델리","전세","84.994","202001","15","23,000","0","18","2008","행정동로 88"
"경상남도 거제시 고현동","1081-18","1081","0018","e편한세상고현","전세","84.9977","202001","14","20,000","0","3","2015","거제대로 4500-45"
"경상남도 거제시 고현동","1062","1062","0000","거제2차덕산베스트타운","전세","59.76","202001","3","6,000","0","12","2002","중곡2로 89"
"경상남도 거제시 고현동","1062","1062","0000","거제2차덕산베스트타운","전세","59.31","202001","3","8,000","0","4","2002","중곡2로 89"
"경상남도 거제시 고현동","1062","1062","0000","거제2차덕산베스트타운","전세","59.76","202001","3","6,000","0","12","2002","중곡2로 89"
"경상남도 거제시 고현동","1062","1062","0000","거제2차덕산베스트타운","월세","27","202001","4","150","15","6","2002","중곡2로 89"
"경상남도 거제시 고현동","1062","1062","0000","거제2차덕산베스트타운","전세","27","202001","11","3,000","0","5","2002","중곡2로 89"
"경상남도 거제시 고현동","1062","1062","0000","거제2차덕산베스트타운","월세","39.6","202001","16","200","30","11","2002","중곡2로 89"
"경상남도 거제시 고현동","1062","1062","0000","거제2차덕산베스트타운","전세","59.76","202001","17","8,500","0","9","2002","중곡2로 89"
"경상남도 거제시 고현동","1050","1050","0000","고려3차(301-303동)","전세","74.88","202001","2","9,000","0","5","1993","중곡로 14"
"경상남도 거제시 고현동","1056","1056","0000","고려5차(601-603동)","전세","84.03","202001","22","11,000","0","13","1997","중곡로2길 31"
"경상남도 거제시 고현동","963-1","0963","0001","고현주공","월세","39.3","202001","4","200","15","2","1989","고현로13길 30-7"
"경상남도 거제시 고현동","988-25","0988","0025","덕진휴먼빌","전세","47.4661","202001","3","6,000","0","9","2002","중곡로5길 11"
"경상남도 거제시 덕포동","779-3","0779","0003","거제옥포도뮤토1단지","전세","59.99","202001","14","8,000","0","10","2017","덕포2길 23"
"경상남도 거제시 문동동","756","0756","0000","거제 센트럴 푸르지오","월세","62.9237","202001","18","1,000","35","5","2018","문동1길 42"
"경상남도 거제시 문동동","756","0756","0000","거제 센트럴 푸르지오","월세","74.0264","202001","20","1,000","40","8","2018","문동1길 42"
"경상남도 거제시 문동동","756","0756","0000","거제 센트럴 푸르지오","전세","84.9106","202001","22","14,000","0","21","2018","문동1길 42"
"경상남도 거제시 문동동","238","0238","0000","삼오르네상스","월세","65.9777","202001","10","300","30","15","2004","거제중앙로 1509-13"
"경상남도 거제시 문동동","238","0238","0000","삼오르네상스","전세","55.5677","202001","14","4,000","0","2","2004","거제중앙로 1509-13"
"경상남도 거제시 사등면 사곡리","918","0918","0000","거제경남아너스빌","전세","74.77","202001","12","8,500","0","10","2017","두동로 30"
"경상남도 거제시 사등면 사곡리","918","0918","0000","거제경남아너스빌","전세","74.77","202001","12","8,500","0","10","2017","두동로 30"
"경상남도 거제시 사등면 사곡리","918","0918","0000","거제경남아너스빌","전세","84.91","202001","19","11,000","0","20","2017","두동로 30"
"경상남도 거제시 사등면 사곡리","832-3","0832","0003","사곡영진자이온1단지","전세","84.9954","202001","5","10,000","0","9","2014","두동로 54-42"
"경상남도 거제시 사등면 사곡리","832-3","0832","0003","사곡영진자이온1단지","전세","84.9954","202001","10","10,000","0","7","2014","두동로 54-42"
"경상남도 거제시 사등면 지석리","1224-1","1224","0001","덕진봄","월세","59.8615","202001","21","6,400","10","14","2011","지석2길 47"
"경상남도 거제시 사등면 지석리","1224-1","1224","0001","덕진봄","월세","48.9415","202001","21","6,110","2","7","2011","지석2길 47"
"경상남도 거제시 사등면 지석리","1224-1","1224","0001","덕진봄","월세","39.5306","202001","23","4,230","11","1","2011","지석2길 47"
"경상남도 거제시 사등면 지석리","1224-1","1224","0001","덕진봄","월세","39.5306","202001","23","4,750","9","1","2011","지석2길 47"
"경상남도 거제시 상동동","1077","1077","0000","거제 더샵 블루시티","전세","84.92","202001","20","17,000","0","23","2017","상동5길 100"
"경상남도 거제시 상동동","1079","1079","0000","거제상동벽산블루밍아파트","월세","84.948","202001","8","1,000","60","2","2018","상동5길 117-55"
"경상남도 거제시 상동동","1079","1079","0000","거제상동벽산블루밍아파트","월세","84.8737","202001","9","1,000","30","2","2018","상동5길 117-55"
"경상남도 거제시 상동동","50","0050","0000","덕산3차베스트타운","월세","59.5141","202001","7","500","30","14","2004","상동1길 15-9"
"경상남도 거제시 상동동","50","0050","0000","덕산3차베스트타운","전세","59.5141","202001","12","5,000","0","11","2004","상동1길 15-9"
"경상남도 거제시 상동동","1041","1041","0000","벽산e-솔렌스힐1차","전세","84.9011","202001","6","15,000","0","8","2013","상동5길 75-40"
"경상남도 거제시 상동동","1041","1041","0000","벽산e-솔렌스힐1차","전세","59.9685","202001","21","12,000","0","3","2013","상동5길 75-40"
"경상남도 거제시 상동동","72","0072","0000","상동에스케이뷰","월세","59.7017","202001","9","500","30","5","2008","상동1길 39"
"경상남도 거제시 상동동","38-1","0038","0001","신우스위트빌2차","월세","59.457","202001","2","300","25","12","2003","거제중앙로 1581"
"경상남도 거제시 수월동","1092","1092","0000","거제자이","월세","84.654","202001","4","5,000","40","10","2008","해명로 52"
"경상남도 거제시 수월동","1092","1092","0000","거제자이","전세","123.483","202001","14","33,000","0","12","2008","해명로 52"
"경상남도 거제시 수월동","1140","1140","0000","두산위브","전세","84.9919","202001","4","20,000","0","13","2008","수양로 435"
"경상남도 거제시 아주동","1011","1011","0000","대동다숲1단지","전세","84.9084","202001","2","15,000","0","7","2010","아주2로4길 10"
"경상남도 거제시 아주동","1680-8","1680","0008","덕산아내프리미엄3차","전세","77.2235","202001","15","14,000","0","13","2013","아주로 116-7"
"경상남도 거제시 아주동","1200","1200","0000","석호해와루 ","월세","84.9468","202001","15","1,000","40","4","2005","아주로 73"
"경상남도 거제시 아주동","890","0890","0000","숲속의아침","월세","79.2801","202001","3","1,000","28","4","2005","용소7길 20"
"경상남도 거제시 아주동","1680-7","1680","0007","씨앤스타빌","전세","45.8641","202001","11","8,500","0","8","2013","아주로 116-15"
"경상남도 거제시 아주동","1392","1392","0000","아주e편한세상2단지","전세","59.9725","202001","18","11,000","0","10","2014","아주2로 137"
"경상남도 거제시 아주동","320-22","0320","0022","혜성골든타워","월세","72.97","202001","4","700","15","12","1993","탑곡로 88"
"경상남도 거제시 양정동","279","0279","0000","거제 아이파크","월세","84.9707","202001","20","1,000","55","25","2017","양정5길 36"
"경상남도 거제시 양정동","1096","1096","0000","거제2차아이파크1단지","전세","73.9004","202001","5","15,000","0","18","2018","수양로 110"
"경상남도 거제시 양정동","800","0800","0000","거제더샵","전세","84.8872","202001","11","22,000","0","15","2009","제산로 86"
"경상남도 거제시 양정동","885","0885","0000","거제수월힐스테이트","월세","84.9281","202001","19","10,000","50","18","2012","제산로 51"
"경상남도 거제시 양정동","936-74","0936","0074","한신그린맨션","전세","59.94","202001","3","4,000","0","3","1996","제산로 28-5"
"경상남도 거제시 연초면 오비리","1056","1056","0000","신우마리나","전세","59.865","202001","11","3,000","0","14","1997","연하해안로 419"
"경상남도 거제시 옥포동","874-11","0874","0011","e편한세상옥포아파트1단지","전세","84.96","202001","2","17,000","0","23","2016","성산로 33"
"경상남도 거제시 옥포동","874-11","0874","0011","e편한세상옥포아파트1단지","월세","84.96","202001","8","2,000","50","9","2016","성산로 33"
"경상남도 거제시 옥포동","874-11","0874","0011","e편한세상옥포아파트1단지","전세","84.97","202001","10","17,000","0","6","2016","성산로 33"
"경상남도 거제시 옥포동","874-11","0874","0011","e편한세상옥포아파트1단지","전세","84.96","202001","13","21,000","0","18","2016","성산로 33"
"경상남도 거제시 옥포동","1507-2","1507","0002","기산힐스빌","전세","103.38","202001","17","9,800","0","6","2009","거제대로 3809-10"
"경상남도 거제시 옥포동","1564","1564","0000","대원","전세","59.75","202001","14","5,500","0","5","1992","거제대로 3801"
"경상남도 거제시 옥포동","1278","1278","0000","덕산2차","전세","49.75","202001","7","6,000","0","2","1989","옥포로 298"
"경상남도 거제시 옥포동","1279","1279","0000","덕산4차","월세","59.41","202001","22","300","20","2","1990","옥포로 305"
"경상남도 거제시 옥포동","556-11","0556","0011","미진타워펠리스","월세","84.9977","202001","7","500","40","17","2006","거제대로 3696"
"경상남도 거제시 옥포동","556-11","0556","0011","미진타워펠리스","월세","84.9977","202001","15","400","35","15","2006","거제대로 3696"
"경상남도 거제시 옥포동","785-1","0785","0001","영진자이온","전세","76.4263","202001","8","12,000","0","8","2007","옥포대첩로 115"
"경상남도 거제시 옥포동","785-1","0785","0001","영진자이온","전세","76.4263","202001","8","12,000","0","8","2007","옥포대첩로 115"
"경상남도 거제시 옥포동","1274","1274","0000","옥포5차덕산타운","월세","59.925","202001","3","6,000","5","12","1996","옥포로 328"
"경상남도 거제시 옥포동","1274","1274","0000","옥포5차덕산타운","전세","59.925","202001","13","5,000","0","4","1996","옥포로 315"
"경상남도 거제시 옥포동","1274","1274","0000","옥포5차덕산타운","월세","59.925","202001","14","1,000","25","8","1996","옥포로 315"
"경상남도 거제시 옥포동","551-9","0551","0009","이던필하우스","전세","84.9913","202001","15","12,000","0","7","2013","옥포대첩로2길 64"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","2","20,000","0","11","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","2","20,000","0","10","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","2","19,000","0","9","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","3","19,000","0","9","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","3","20,000","0","13","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","6","20,000","0","17","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","6","19,000","0","8","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","6","20,000","0","17","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","7","19,000","0","10","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","7","19,000","0","18","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9504","202001","7","20,000","0","9","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","월세","84.9994","202001","7","500","45","19","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","8","20,000","0","8","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9504","202001","8","20,000","0","11","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","8","19,000","0","8","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","9","20,000","0","10","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","10","19,000","0","1","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","10","20,000","0","21","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","13","19,000","0","6","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","13","19,000","0","3","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","14","20,000","0","5","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","14","19,000","0","6","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9504","202001","14","20,000","0","14","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","15","19,000","0","3","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","15","20,000","0","24","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","17","20,000","0","12","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9504","202001","20","20,000","0","1","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","20","19,000","0","19","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9994","202001","21","20,000","0","11","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9504","202001","21","20,000","0","14","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","21","19,000","0","3","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","22","19,000","0","10","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","59.9969","202001","22","19,000","0","6","2019","소동8길 11"
"경상남도 거제시 일운면 소동리","927","0927","0000","스타힐스오션시티","전세","84.9504","202001","23","20,000","0","13","2019","소동8길 11"
"경상남도 거제시 일운면 지세포리","1412","1412","0000","거제코아루파크드림","전세","59.9699","202001","10","15,000","0","17","2018","지세포1길 27"
"경상남도 거제시 일운면 지세포리","1412","1412","0000","거제코아루파크드림","전세","59.9699","202001","10","15,000","0","17","2018","지세포1길 27"
"경상남도 거제시 일운면 지세포리","1412","1412","0000","거제코아루파크드림","월세","84.9893","202001","14","3,000","25","27","2018","지세포1길 27"
"경상남도 거제시 일운면 지세포리","1412","1412","0000","거제코아루파크드림","전세","84.9893","202001","22","20,000","0","11","2018","지세포1길 27"
"경상남도 거제시 장평동","1212-2","1212","0002","거제장평 유림노르웨이숲","전세","84.9922","202001","17","26,000","0","23","2017","장평1로 7"
"경상남도 거제시 장평동","33-2","0033","0002","광우무지개","전세","75.015","202001","6","10,000","0","4","1994","장평로6길 7"
"경상남도 거제시 장평동","32","0032","0000","대한2차","월세","59.985","202001","13","500","37","7","1994","장평로6길 20"
"경상남도 거제시 장평동","143","0143","0000","덕산아내1차","전세","84.9643","202001","15","14,000","0","8","2008","장평2로 19"
"경상남도 거제시 장평동","619","0619","0000","장평주공2차(신주공)","전세","39.6","202001","10","2,000","0","5","1992","장평1로 143"
"경상남도 거제시 장평동","619","0619","0000","장평주공2차(신주공)","전세","39.99","202001","20","3,000","0","1","1992","장평1로 143"
"경상남도 거제시 장평동","753-3","0753","0003","코아루","전세","84.9788","202001","4","13,000","0","5","2008","장평3로3길 25"
"경상남도 거제시 하청면 하청리","502","0502","0000","거제하청엘에이치아파트","월세","51.59","202001","7","2,900","34","5","2015","거제북로 554"
"경상남도 거제시 하청면 하청리","502","0502","0000","거제하청엘에이치아파트","월세","59.97","202001","10","6,900","25","7","2015","거제북로 554"
"경상남도 거제시 하청면 하청리","502","0502","0000","거제하청엘에이치아파트","월세","59.97","202001","10","6,000","39","9","2015","거제북로 554"
"경상남도 거창군 거창읍 김천리","99-1","0099","0001","김천주공","월세","49.96","202001","17","500","30","13","1998","창남1길 40"
"경상남도 거창군 거창읍 대동리","602-1","0602","0001","그린맨션A동","전세","60.9","202001","8","3,000","0","5","1990","거열로2길 24"
"경상남도 거창군 거창읍 대평리","1518","1518","0000","거창코아루에듀시티2단지","월세","59.9844","202001","10","5,000","40","2","2016","새동네2길 40"
"경상남도 거창군 거창읍 상림리","771","0771","0000","상동주공","월세","51.74","202001","14","500","40","12","2003","거열로7길 39"
"경상남도 거창군 거창읍 송정리","1097","1097","0000","거창푸르지오","전세","62.9966","202001","11","15,000","0","18","2018","송정2길 33"
"경상남도 거창군 거창읍 송정리","1097","1097","0000","거창푸르지오","월세","62.9966","202001","14","12,000","3","21","2018","송정2길 33"
"경상남도 거창군 거창읍 송정리","231-6","0231","0006","지인빌","월세","73.061","202001","20","500","40","7","2013","강남로 64"
"경상남도 고성군 고성읍 동외리","567","0567","0000","동외주공휴먼시아","월세","46.9","202001","23","2,183","19","11","2009","동외로47번길 12"
"경상남도 고성군 고성읍 동외리","144-2","0144","0002","디에스아이존빌2차","전세","71.6781","202001","20","13,000","0","13","2011","동외로168번길 99"
"경상남도 고성군 고성읍 동외리","144-6","0144","0006","조은채(나동)","전세","84.9545","202001","6","12,000","0","5","2006","동외로164번길 113"
"경상남도 고성군 고성읍 서외리","217-4","0217","0004","고성덕진5차휴먼빌","전세","46.4806","202001","7","6,000","0","5","2009","성내로 56"
"경상남도 김해시 관동동","1161","1161","0000","율하일동미라주더스타","전세","99.8332","202001","2","17,000","0","5","2017","관동로27번길 117"
"경상남도 김해시 관동동","1161","1161","0000","율하일동미라주더스타","전세","84.9924","202001","20","16,000","0","18","2017","관동로27번길 117"
"경상남도 김해시 관동동","1161","1161","0000","율하일동미라주더스타","전세","84.9924","202001","21","17,000","0","14","2017","관동로27번길 117"
"경상남도 김해시 관동동","1161","1161","0000","율하일동미라주더스타","전세","84.9924","202001","22","15,000","0","3","2017","관동로27번길 117"
"경상남도 김해시 관동동","1161","1161","0000","율하일동미라주더스타","전세","84.9924","202001","22","15,000","0","3","2017","관동로27번길 117"
"경상남도 김해시 관동동","1121","1121","0000","죽림마을한림풀에버7단지","전세","84.9905","202001","11","19,000","0","13","2013","율하3로 100"
"경상남도 김해시 관동동","1121","1121","0000","죽림마을한림풀에버7단지","전세","64.7578","202001","17","18,000","0","13","2013","율하3로 100"
"경상남도 김해시 관동동","448-1","0448","0001","팔판마을부영그린타운3차","전세","59.9888","202001","4","7,500","0","7","2004","덕정로 68"
"경상남도 김해시 관동동","448-1","0448","0001","팔판마을부영그린타운3차","월세","59.9888","202001","5","500","35","2","2004","덕정로 68"
"경상남도 김해시 관동동","448-1","0448","0001","팔판마을부영그린타운3차","전세","59.9888","202001","9","9,000","0","3","2004","덕정로 68"
"경상남도 김해시 관동동","448-1","0448","0001","팔판마을부영그린타운3차","전세","59.9888","202001","18","9,000","0","8","2004","덕정로 68"
"경상남도 김해시 관동동","448-1","0448","0001","팔판마을부영그린타운3차","전세","59.9888","202001","19","8,000","0","14","2004","덕정로 68"
"경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","전세","84.7596","202001","2","10,000","0","20","2019","관동로27번길 39"
"경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","월세","59.8814","202001","2","2,000","40","19","2019","관동로27번길 39"
"경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","월세","59.9819","202001","4","1,000","40","10","2019","관동로27번길 39"
"경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","월세","59.9819","202001","4","2,000","40","5","2019","관동로27번길 39"
"경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","월세","59.9819","202001","7","1,000","40","12","2019","관동로27번길 39"
"경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","전세","59.9819","202001","11","15,000","0","4","2019","관동로27번길 39"
"경상남도 김해시 관동동","1169","1169","0000","힐스테이트김해","월세","59.9819","202001","14","2,000","40","8","2019","관동로27번길 39"
"경상남도 김해시 구산동","257","0257","0000","광남백조","월세","60.08","202001","11","1,000","25","3","1995","가락로 223"
"경상남도 김해시 구산동","429","0429","0000","구산3주공","월세","59.99","202001","11","2,000","30","4","2000","가락로294번길 18"
"경상남도 김해시 구산동","1052-3","1052","0003","동원","전세","59.982","202001","16","10,000","0","23","2001","구산로5번길 57"
"경상남도 김해시 구산동","256","0256","0000","시영","전세","49.88","202001","11","6,500","0","9","1994","가락로 237"
"경상남도 김해시 구산동","704","0704","0000","신우트윈스101동(704)","전세","78.9755","202001","3","11,000","0","6","2012","가락로356번길 4"
"경상남도 김해시 구산동","1052-1","1052","0001","한일유앤아이","전세","59.779","202001","6","11,000","0","20","2004","구산로5번길 89"
"경상남도 김해시 구산동","1052-1","1052","0001","한일유앤아이","전세","59.779","202001","10","11,000","0","24","2004","구산로5번길 89"
"경상남도 김해시 구산동","1052-1","1052","0001","한일유앤아이","전세","59.779","202001","11","12,000","0","22","2004","구산로5번길 89"
"경상남도 김해시 구산동","1052-1","1052","0001","한일유앤아이","전세","59.779","202001","21","9,000","0","12","2004","구산로5번길 89"
"경상남도 김해시 내덕동","775","0775","0000","내덕 서희스타힐스 아파트","전세","65.792","202001","8","15,000","0","17","2016","금관대로 688"
"경상남도 김해시 내덕동","775","0775","0000","내덕 서희스타힐스 아파트","월세","65.792","202001","9","1,000","40","18","2016","금관대로 688"
"경상남도 김해시 내덕동","775","0775","0000","내덕 서희스타힐스 아파트","전세","74.6002","202001","15","14,000","0","11","2016","금관대로 688"
"경상남도 김해시 내덕동","775","0775","0000","내덕 서희스타힐스 아파트","전세","59.9142","202001","16","12,000","0","6","2016","금관대로 688"
"경상남도 김해시 내덕동","775","0775","0000","내덕 서희스타힐스 아파트","월세","59.9142","202001","21","2,000","30","5","2016","금관대로 688"
"경상남도 김해시 내동","1125-2","1125","0002","건영","전세","99.96","202001","18","18,000","0","11","1998","우암로 106"
"경상남도 김해시 내동","1132-5","1132","0005","동부","전세","72.945","202001","14","12,000","0","10","1994","구지로 63"
"경상남도 김해시 내동","1137-2","1137","0002","삼성","월세","59.67","202001","9","1,000","50","6","1996","경원로 83"
"경상남도 김해시 내동","1137-2","1137","0002","삼성","전세","59.886","202001","20","11,000","0","13","1996","경원로 83"
"경상남도 김해시 내동","1137-2","1137","0002","삼성","전세","59.67","202001","21","11,000","0","11","1996","경원로 83"
"경상남도 김해시 내동","121-3","0121","0003","한진그룹사원임대","전세","49.68","202001","3","6,400","0","7","1992","평전로 219"
"경상남도 김해시 대청동","333-3","0333","0003","갑오마을4단지부영8차","전세","80.7474","202001","3","11,000","0","10","2002","계동로102번길 24"
"경상남도 김해시 대청동","333-6","0333","0006","갑오마을5단지부영6차","전세","80.7474","202001","15","10,000","0","11","2002","계동로 86"
"경상남도 김해시 대청동","334-4","0334","0004","갑오마을6단지부영9차","전세","80.7474","202001","14","11,000","0","8","2002","계동로 76-56"
"경상남도 김해시 대청동","320-2","0320","0002","갑오마을8단지대우푸르지오2차","전세","126.346","202001","10","17,000","0","2","2005","반룡로 11"
"경상남도 김해시 대청동","319-5","0319","0005","갑오마을9단지푸르지오","전세","121.012","202001","3","19,000","0","19","2005","반룡로 65"
"경상남도 김해시 대청동","319-5","0319","0005","갑오마을9단지푸르지오","전세","102.0989","202001","11","16,000","0","16","2005","반룡로 65"
"경상남도 김해시 동상동","1117","1117","0000","김해캐슬아리스타궁","전세","79.9233","202001","7","13,000","0","16","2017","가야로 470"
"경상남도 김해시 동상동","1100-1","1100","0001","동상동베스티움","전세","59.9182","202001","1","13,000","0","7","2017","가야로463번길 15"
"경상남도 김해시 동상동","1100-1","1100","0001","동상동베스티움","전세","59.3658","202001","8","12,000","0","2","2017","가야로463번길 15"
"경상남도 김해시 동상동","1099","1099","0000","롯데캐슬가야1단지","월세","101.653","202001","17","2,000","50","2","2005","가야로451번길 9"
"경상남도 김해시 무계동","574","0574","0000","남명 더라우","전세","59.8763","202001","11","14,100","0","20","2017","무계로 79"
"경상남도 김해시 무계동","575","0575","0000","남명 더라우","전세","59.8763","202001","13","14,100","0","3","2017","무계로 80"
"경상남도 김해시 무계동","575","0575","0000","남명 더라우","전세","59.8188","202001","15","13,900","0","22","2017","무계로 80"
"경상남도 김해시 무계동","193-16","0193","0016","삼진민미","월세","59.175","202001","11","1,000","30","8","1990","장유로301번길 6"
"경상남도 김해시 무계동","156-5","0156","0005","석봉마을10단지대동1","전세","59.88","202001","9","8,000","0","2","2000","금관대로599번길 11"
"경상남도 김해시 무계동","156-5","0156","0005","석봉마을10단지대동1","월세","59.88","202001","10","1,000","33","8","2000","금관대로599번길 11"
"경상남도 김해시 무계동","156-1","0156","0001","석봉마을9단지부영5차","전세","47.382","202001","1","7,000","0","13","2002","금관대로599번길 27"
"경상남도 김해시 무계동","156-1","0156","0001","석봉마을9단지부영5차","전세","47.382","202001","9","7,500","0","8","2002","금관대로599번길 27"
"경상남도 김해시 무계동","156-1","0156","0001","석봉마을9단지부영5차","월세","47.382","202001","10","1,500","19","4","2002","금관대로599번길 27"
"경상남도 김해시 무계동","156-1","0156","0001","석봉마을9단지부영5차","전세","47.382","202001","16","7,500","0","7","2002","금관대로599번길 27"
"경상남도 김해시 무계동","156-1","0156","0001","석봉마을9단지부영5차","월세","47.382","202001","20","500","20","15","2002","금관대로599번길 27"
"경상남도 김해시 봉황동","BL-A1-2","00A1","0002","e편한세상봉황역","전세","84.7227","202001","7","25,000","0","13","2017","김해대로2324번길 54-27"
"경상남도 김해시 부곡동","1157-3","1157","0003","석봉마을2단지대동피렌체(30-4)","전세","101.8308","202001","13","17,500","0","3","2004","월산로 74"
"경상남도 김해시 부곡동","1167","1167","0000","석봉마을4단지부영17차","전세","80.8839","202001","9","10,000","0","19","2004","능동로 117"
"경상남도 김해시 부곡동","1169","1169","0000","석봉마을8단지부영14차","월세","59.9888","202001","10","1,000","45","13","2003","월산로 13-14"
"경상남도 김해시 부곡동","1169","1169","0000","석봉마을8단지부영14차","월세","59.9888","202001","17","1,000","40","5","2003","월산로 13-14"
"경상남도 김해시 부곡동","805-1","0805","0001","월산마을11단지주공","월세","59.99","202001","8","2,821","15","4","2004","월산로 103"
